Rank,Name,Country,Sector,Absolute Growth Rate (%),Compound Annual Growth Rate (%),Revenue 2022 (€),Revenue 2019 (€),Number of employees 2022,Number of employees 2019,Founding Year,Country Code,Total Revenue 2022 (€),Population 2022,GDP 2022 (€)
578,Garaude,France,Wholesale,282.0,56.3,21534708.0,5637779.0,11,6,1995,FRA,3336947062.0,67971311,2603175697935.03
579,Assicuratore Facile,Italy,Fintech Financial Services & Insurance,281.9,56.3,1918416.0,502324.0,20,4,2016,ITA,6072359015.0,58940425,1919988802837.6548
580,RoomRaccoon,Netherlands,IT & Software,281.3,56.2,3642221.0,955099.0,90,40,2017,NLD,367871630.0,17700982,945503780118.286
581,LGG Advisors,Portugal,Professional Scientific & Technical Services,281.2,56.2,1604369810.0,420883150.0,23,7,2008,PRT,1657826442.0,10409704,239042712346.92288
582,Energiasolare100,Italy,Ecommerce,280.8,56.2,8821982.0,2316837.0,12,10,2015,ITA,6072359015.0,58940425,1919988802837.6548
583,AP Autohaus,Germany,Automotive,280.6,56.1,3175559.0,834292.0,4,4,2016,DEU,3735278366.0,83797985,3824049172030.187
584,Dimaxbau,Germany,Construction & Engineering,280.6,56.1,4697344.0,1234228.0,20,12,2016,DEU,3735278366.0,83797985,3824049172030.187
585,ITDS,Poland,IT & Software,279.4,56.0,20869744.0,6078319.0,380,120,2015,POL,1863345656.0,36821749,644566697354.571
586,Sidea Group,Italy,IT & Software,279.0,55.9,6700353.0,1768001.0,132,24,2015,ITA,6072359015.0,58940425,1919988802837.6548
587,CitizenLab,Belgium,IT & Software,278.6,55.9,2740533.0,723919.0,59,18,2015,BEL,270972276.0,11685814,546504122379.75134
588,Factory,France,Real Estate,278.0,55.8,43391564.0,11480368.0,65,35,2017,FRA,3336947062.0,67971311,2603175697935.03
589,Vasco Electronics,Poland,IT & Software,276.8,55.6,18168889.0,5327899.0,162,91,2012,POL,1863345656.0,36821749,644566697354.571
590,LeadLogic,Netherlands,Advertising & Marketing,276.6,55.6,2422363.0,643155.0,16,7,2014,NLD,367871630.0,17700982,945503780118.286
591,Markt-Bau,Germany,Ecommerce,275.9,55.5,8177859.0,2175700.0,20,8,2016,DEU,3735278366.0,83797985,3824049172030.187
592,Comfort Click,UK,Ecommerce,275.5,55.4,38941148.0,10868555.0,175,115,2005,GBR,5744139508.0,66971395,2893534419072.2114
593,U.G.A. Nutraceuticals,Italy,Pharmaceuticals & Cosmetics,275.1,55.4,14528227.0,3873241.0,11,9,2005,ITA,6072359015.0,58940425,1919988802837.6548
594,Hagedorn Products & Systems,Germany,Wholesale,274.5,55.3,8789636.0,2346825.0,25,8,2018,DEU,3735278366.0,83797985,3824049172030.187
595,Everli,Italy,Ecommerce,274.3,55.3,103783000.0,27725000.0,184,114,2014,ITA,6072359015.0,58940425,1919988802837.6548
596,Advisori FTC,Germany,Management Consulting,274.2,55.3,23200000.0,6200000.0,105,81,2014,DEU,3735278366.0,83797985,3824049172030.187
597,Lovall,UK,Apparel & Fashion,274.0,55.2,6859857.0,1922444.0,18,5,2015,GBR,5744139508.0,66971395,2893534419072.2114
598,Selferg,Italy,Energy & Utilities,274.0,55.2,6792688.0,1816410.0,70,20,2007,ITA,6072359015.0,58940425,1919988802837.6548
599,CurrentBody,UK,Ecommerce,273.1,55.1,66648410.0,18719491.0,105,52,2009,GBR,5744139508.0,66971395,2893534419072.2114
600,DigitalSpital,Germany,Advertising & Marketing,272.2,55.0,2599904.0,698541.0,18,7,2016,DEU,3735278366.0,83797985,3824049172030.187
601,In Situ,Italy,Construction & Engineering,271.4,54.9,5581115.0,1502700.0,67,4,2007,ITA,6072359015.0,58940425,1919988802837.6548
602,Allround Handels,Germany,Logistics & Transportation,270.9,54.8,3462473.0,933484.0,10,5,2014,DEU,3735278366.0,83797985,3824049172030.187
603,Tarhan Bauausführungen,Germany,Construction & Engineering,270.7,54.8,4323512.0,1166275.0,33,25,2017,DEU,3735278366.0,83797985,3824049172030.187
604,iBanFirst,Belgium,Fintech Financial Services & Insurance,270.4,54.7,29349952.0,7924164.0,273,130,2013,BEL,270972276.0,11685814,546504122379.75134
605,smapOne,Germany,IT & Software,270.2,54.7,6630388.0,1791138.0,127,23,2014,DEU,3735278366.0,83797985,3824049172030.187
606,Gong,France,Retail,269.7,54.6,21180083.0,5729261.0,95,20,2009,FRA,3336947062.0,67971311,2603175697935.03
607,EO Charging,UK,Automotive,269.5,54.6,19481286.0,5525863.0,180,42,2014,GBR,5744139508.0,66971395,2893534419072.2114
608,89up,UK,Advertising & Marketing,268.9,54.5,5300467.0,1505739.0,39,24,2009,GBR,5744139508.0,66971395,2893534419072.2114
609,Aconstruct,France,Construction & Engineering,268.9,54.5,68512171.0,18573634.0,34,17,2008,FRA,3336947062.0,67971311,2603175697935.03
610,CrazyGames,Belgium,IT & Software,268.3,54.4,12494858.0,3392463.0,16,5,2014,BEL,270972276.0,11685814,546504122379.75134
611,Chianti Restorations,Italy,Construction & Engineering,268.2,54.4,10735852.0,2915554.0,37,11,2017,ITA,6072359015.0,58940425,1919988802837.6548
612,econes,Germany,Automotive,267.6,54.3,16076484.0,4373715.0,3,3,2005,DEU,3735278366.0,83797985,3824049172030.187
613,Montbazens Auto Service,France,Automotive,267.4,54.3,3082791.0,839106.0,10,3,2013,FRA,3336947062.0,67971311,2603175697935.03
614,MySecretCase,Italy,Ecommerce,267.0,54.3,10200643.0,2779095.0,11,13,2013,ITA,6072359015.0,58940425,1919988802837.6548
615,360Learning,France,IT & Software,266.7,54.2,44000000.0,12000000.0,400,166,2013,FRA,3336947062.0,67971311,2603175697935.03
616,SchönerTel,Germany,Construction & Engineering,266.6,54.2,36470966.0,9948878.0,168,33,2016,DEU,3735278366.0,83797985,3824049172030.187
617,Tahir Investments,Germany,Hospitality & Travel,266.3,54.2,3289897.0,898043.0,33,19,2017,DEU,3735278366.0,83797985,3824049172030.187
618,sunextrusion,Germany,Manufacturing,266.3,54.1,20420000.0,5575000.0,46,32,2017,DEU,3735278366.0,83797985,3824049172030.187
619,Unit8,Switzerland,IT & Software,265.4,54.0,18647538.0,4659913.0,108,26,2017,CHE,1154978447.0,8775760,766620149578.3816
620,Zara,Italy,Manufacturing,265.3,54.0,5703144.0,1561061.0,6,4,1984,ITA,6072359015.0,58940425,1919988802837.6548
621,Spiideo,Sweden,IT & Software,264.8,53.9,7681666.0,2245873.0,71,18,2012,SWE,608209082.0,10486941,554262386048.8254
622,Hammonia Oleo,Germany,Chemicals,264.4,53.9,22531928.0,6182511.0,12,8,2017,DEU,3735278366.0,83797985,3824049172030.187
623,Personal-Helden,Germany,Employment Services,264.4,53.9,2065181.0,566677.0,30,10,2018,DEU,3735278366.0,83797985,3824049172030.187
624,Parcel Compare,UK,Logistics & Transportation,263.2,53.7,10179125.0,2937533.0,30,25,1998,GBR,5744139508.0,66971395,2893534419072.2114
625,I-Particuliers,France,Real Estate,262.7,53.6,9972400.0,2749611.0,12,6,2011,FRA,3336947062.0,67971311,2603175697935.03
626,power2Cloud,Italy,IT & Software,259.5,53.2,1766696.0,491470.0,9,6,2016,ITA,6072359015.0,58940425,1919988802837.6548
627,Diro Legno,Italy,Construction & Engineering,259.4,53.2,5175000.0,1440000.0,6,3,2017,ITA,6072359015.0,58940425,1919988802837.6548
628,Non-Stop dogwear,Norway,Apparel & Fashion,259.3,53.2,17531715.0,5197824.0,42,16,2009,NOR,520823790.0,5457127,555789991006.327
629,MRPeasy,Estonia,IT & Software,258.1,53.0,3621682.0,1011453.0,27,10,2014,EST,1094470216.0,1348840,35689031498.24531
630,Xalient,UK,IT & Software,257.5,52.9,42355475.0,12417829.0,161,54,2015,GBR,5744139508.0,66971395,2893534419072.2114
631,Awesome Software,Germany,IT & Software,257.2,52.9,8638164.0,2418025.0,32,22,2015,DEU,3735278366.0,83797985,3824049172030.187
632,Stromkontor,Germany,Energy & Utilities,256.3,52.7,74203000.0,20826000.0,33,15,2015,DEU,3735278366.0,83797985,3824049172030.187
633,Legimi,Poland,Leisure & Entertainment,256.3,52.7,13209232.0,4096914.0,37,15,2009,POL,1863345656.0,36821749,644566697354.571
634,Manuel Costruzioni Generali,Italy,Construction & Engineering,253.5,52.3,3459961.0,978844.0,32,16,2010,ITA,6072359015.0,58940425,1919988802837.6548
635,SomosSapiens,Spain,Advertising & Marketing,252.1,52.1,41375327.0,11752325.0,35,24,2019,ESP,1443070953.0,47778340,1328053696748.224
636,Sweef,Sweden,Retail,251.7,52.1,19521475.0,5920882.0,34,11,2011,SWE,608209082.0,10486941,554262386048.8254
637,Onemedia Consulting,Germany,IT & Software,251.6,52.1,2184248.0,621278.0,16,4,2012,DEU,3735278366.0,83797985,3824049172030.187
638,Heim Grünanlagenbau,Germany,Construction & Engineering,251.2,52.0,9788466.0,2786820.0,47,14,2010,DEU,3735278366.0,83797985,3824049172030.187
639,Eligo,Italy,Apparel & Fashion,251.2,52.0,2063441.0,587619.0,5,2,2016,ITA,6072359015.0,58940425,1919988802837.6548
640,ID Finance,Spain,Fintech Financial Services & Insurance,251.1,52.0,170021000.0,48421000.0,432,365,2015,ESP,1443070953.0,47778340,1328053696748.224
641,Storeis,Italy,Advertising & Marketing,251.0,52.0,4251000.0,1211000.0,54,19,2018,ITA,6072359015.0,58940425,1919988802837.6548
642,Calicantus,Italy,Advertising & Marketing,251.0,52.0,16908167.0,4817397.0,28,20,2007,ITA,6072359015.0,58940425,1919988802837.6548
643,ContractPodAi,UK,IT & Software,250.6,51.9,16311002.0,4875494.0,322,76,2012,GBR,5744139508.0,66971395,2893534419072.2114
644,Finbourne Technology,UK,Fintech Financial Services & Insurance,250.4,51.9,15722123.0,4702039.0,187,53,2016,GBR,5744139508.0,66971395,2893534419072.2114
645,greenist,Germany,Ecommerce,249.2,51.7,5006230.0,1433810.0,38,4,2016,DEU,3735278366.0,83797985,3824049172030.187
646,Anaxago,France,Fintech Financial Services & Insurance,248.1,51.6,14458000.0,4153183.0,50,30,2012,FRA,3336947062.0,67971311,2603175697935.03
647,Grenergy,Spain,Energy & Utilities,246.7,51.4,293000000.0,84500000.0,289,142,2007,ESP,1443070953.0,47778340,1328053696748.224
648,Natural Food Service,Italy,Wholesale,246.4,51.3,39879084.0,11513454.0,70,11,2011,ITA,6072359015.0,58940425,1919988802837.6548
649,Abylon Consulting,Hungary,IT & Software,245.8,51.2,2553128.0,893373.0,37,5,2016,HUN,240441941.0,9643048,166111976935.68777
650,Expera Conseils,France,Legal & Accounting Services,245.6,51.2,2229770.0,645231.0,26,6,2013,FRA,3336947062.0,67971311,2603175697935.03
651,Vitesse PSP,UK,Fintech Financial Services & Insurance,245.5,51.2,12218152.0,3706376.0,124,37,2013,GBR,5744139508.0,66971395,2893534419072.2114
652,Plásticos Dão,Portugal,Manufacturing,245.1,51.1,4654023.0,1348554.0,29,12,2012,PRT,1657826442.0,10409704,239042712346.92288
653,Sendcloud,Netherlands,IT & Software,244.9,51.1,25172987.0,7297885.0,459,123,2012,NLD,367871630.0,17700982,945503780118.286
654,Superprof,France,Education & Social Services,244.9,51.1,24028203.0,6966142.0,201,88,2013,FRA,3336947062.0,67971311,2603175697935.03
655,Standard Fuel Oils,UK,Energy & Utilities,244.4,51.0,286240464.0,87111463.0,42,22,2011,GBR,5744139508.0,66971395,2893534419072.2114
656,Tecs,Italy,Energy & Utilities,244.3,51.0,2161533.0,627743.0,13,8,2016,ITA,6072359015.0,58940425,1919988802837.6548
657,Zahnriemen24,Germany,Ecommerce,243.8,50.9,4800209.0,1396066.0,19,11,2009,DEU,3735278366.0,83797985,3824049172030.187
658,Jurassicfruit,Germany,Hospitality & Travel,243.8,50.9,2556645.0,743657.0,28,13,2015,DEU,3735278366.0,83797985,3824049172030.187
659,Air Innovation,Italy,Construction & Engineering,243.6,50.9,7977700.0,2321594.0,33,19,2014,ITA,6072359015.0,58940425,1919988802837.6548
660,Aux Armes de Diane,France,Retail,243.3,50.9,3437700.0,1001300.0,6,4,2016,FRA,3336947062.0,67971311,2603175697935.03
661,Cool4u,Hungary,Wholesale,243.1,50.8,91951496.0,26799530.0,53,35,2001,HUN,240441941.0,9643048,166111976935.68777
662,elloha,France,IT & Software,242.5,50.7,2385505.0,696494.0,42,2,2018,FRA,3336947062.0,67971311,2603175697935.03
663,Artheau Aviation,France,Aerospace & Defence,242.4,50.7,18321800.0,5351630.0,11,5,2012,FRA,3336947062.0,67971311,2603175697935.03
664,Gallin Bois,France,Manufacturing,242.3,50.7,5617073.0,1641142.0,22,12,1928,FRA,3336947062.0,67971311,2603175697935.03
665,Nova Rent,Lithuania,Agriculture Forestry & Fishing,242.2,50.7,23459968.0,6856131.0,41,16,2016,LTU,264994121.0,2831639,66481805204.9781
666,Contents,Italy,IT & Software,242.1,50.7,3479141.0,1017098.0,50,20,2016,ITA,6072359015.0,58940425,1919988802837.6548
667,One Lease,France,Professional Scientific & Technical Services,241.7,50.6,18150982.0,5312545.0,20,9,2016,FRA,3336947062.0,67971311,2603175697935.03
668,Gusto,France,Wholesale,241.6,50.6,14867568.0,4351994.0,34,12,2012,FRA,3336947062.0,67971311,2603175697935.03
669,Sinay,France,IT & Software,241.3,50.6,5152448.0,1509525.0,72,42,2008,FRA,3336947062.0,67971311,2603175697935.03
670,Digital Angels,Italy,Advertising & Marketing,241.1,50.5,16506780.0,4838764.0,65,18,2007,ITA,6072359015.0,58940425,1919988802837.6548
671,Serpe,France,Professional Scientific & Technical Services,240.9,50.5,76155969.0,22336523.0,1066,329,1988,FRA,3336947062.0,67971311,2603175697935.03
672,LA-Grossküchenservice,Germany,Wholesale,240.8,50.5,2161464.0,634312.0,5,3,2013,DEU,3735278366.0,83797985,3824049172030.187
673,Ogrodosfera.pl,Poland,Ecommerce,240.0,50.4,26049413.0,8465867.0,26,18,2011,POL,1863345656.0,36821749,644566697354.571
674,beSharp,Italy,IT & Software,240.0,50.4,4629001.0,1361464.0,39,16,2011,ITA,6072359015.0,58940425,1919988802837.6548
675,Clos & Monopole,France,Ecommerce,239.6,50.3,3433546.0,1010915.0,11,4,2017,FRA,3336947062.0,67971311,2603175697935.03
676,Grayce,UK,Management Consulting,239.4,50.3,40105640.0,12383383.0,652,221,2012,GBR,5744139508.0,66971395,2893534419072.2114
677,3E Studio,Italy,Professional Scientific & Technical Services,239.3,50.3,9384426.0,2766216.0,32,22,2015,ITA,6072359015.0,58940425,1919988802837.6548
678,Intergo Telecom,Cyprus,Media & Telecommunications,239.2,50.3,2087930.0,615484.0,25,6,2016,CYP,149474109.0,1251488,27398966222.420685
679,EasyPark Group,Sweden,Professional Scientific & Technical Services,239.2,50.2,251998000.0,74300000.0,828,420,2002,SWE,608209082.0,10486941,554262386048.8254
680,Prium Group,France,Employment Services,238.6,50.2,49930685.0,14745606.0,28,25,2012,FRA,3336947062.0,67971311,2603175697935.03
681,Storage Share,Netherlands,Real Estate,238.2,50.1,2798731.0,827486.0,8,4,2016,NLD,367871630.0,17700982,945503780118.286
682,Oxylabs,Lithuania,IT & Software,238.1,50.1,63277523.0,18715593.0,371,166,2015,LTU,264994121.0,2831639,66481805204.9781
683,Oiko Gestion,France,Real Estate,238.1,50.1,5749430.0,1700658.0,65,27,2010,FRA,3336947062.0,67971311,2603175697935.03
684,CH Oleochemicals,Germany,Waste management & recycling,238.0,50.1,87730090.0,25954850.0,10,10,2017,DEU,3735278366.0,83797985,3824049172030.187
685,Aitho,Italy,IT & Software,237.8,50.0,1656635.0,490412.0,30,10,2016,ITA,6072359015.0,58940425,1919988802837.6548
686,Meivcore,Portugal,Professional Scientific & Technical Services,237.6,50.0,2762871.0,818274.0,245,347,2013,PRT,1657826442.0,10409704,239042712346.92288
687,Paysend,UK,Fintech Financial Services & Insurance,237.4,50.0,62343531.0,17662759.0,260,83,2017,GBR,5744139508.0,66971395,2893534419072.2114
688,BFP Service,Italy,Construction & Engineering,237.4,50.0,5426991.0,1608475.0,44,10,2012,ITA,6072359015.0,58940425,1919988802837.6548
689,Nethive,Italy,IT & Software,236.8,49.9,8042045.0,2387823.0,38,14,2013,ITA,6072359015.0,58940425,1919988802837.6548
690,GlobKurier,Poland,Logistics & Transportation,236.8,49.9,9112055.0,2989722.0,31,19,2010,POL,1863345656.0,36821749,644566697354.571
691,Revolgy,Czech Republic,IT & Software,236.7,49.9,36179220.0,10235784.0,53,38,1996,CZE,491614260.0,10672118,272172848884.7023
692,SneakyBox,Lithuania,IT & Software,236.5,49.9,3122260.0,927758.0,67,34,2012,LTU,264994121.0,2831639,66481805204.9781
693,Küpper & Kollegen Steuerberatung,Germany,Management Consulting,236.4,49.8,13104668.0,3896066.0,155,104,2013,DEU,3735278366.0,83797985,3824049172030.187
694,Commoditech,Poland,IT & Software,236.2,49.8,3173394.0,1043149.0,50,30,2012,POL,1863345656.0,36821749,644566697354.571
695,Secret Key,Italy,Advertising & Marketing,235.8,49.7,3493974.0,1040463.0,20,11,2013,ITA,6072359015.0,58940425,1919988802837.6548
696,Constellation,France,IT & Software,234.8,49.6,159622412.0,47675832.0,688,198,2016,FRA,3336947062.0,67971311,2603175697935.03
697,Ikow,France,Retail,234.4,49.5,5203629.0,1555955.0,10,5,2012,FRA,3336947062.0,67971311,2603175697935.03
698,Mirror Production,Italy,Advertising & Marketing,233.2,49.4,3595025.0,1078926.0,25,5,2011,ITA,6072359015.0,58940425,1919988802837.6548
699,Kunua,Germany,Wholesale,232.9,49.3,7260916.0,2181087.0,9,6,2014,DEU,3735278366.0,83797985,3824049172030.187
700,Seingim Global Service,Italy,Construction & Engineering,232.9,49.3,28995706.0,8711339.0,307,96,1999,ITA,6072359015.0,58940425,1919988802837.6548
701,FinTrU,UK,Fintech Financial Services & Insurance,231.8,49.2,57114718.0,18040059.0,1140,390,2013,GBR,5744139508.0,66971395,2893534419072.2114
702,Riparti,Italy,Automotive,231.8,49.1,7490159.0,2257534.0,6,4,2011,ITA,6072359015.0,58940425,1919988802837.6548
703,Vitamail,Norway,Pharmaceuticals & Cosmetics,231.7,49.1,13089926.0,4203430.0,15,24,2009,NOR,520823790.0,5457127,555789991006.327
704,ITP Nord,Germany,IT & Software,231.7,49.1,16524535.0,4981839.0,70,30,2014,DEU,3735278366.0,83797985,3824049172030.187
705,Global Freaks,Spain,Ecommerce,231.6,49.1,5032268.0,1517395.0,16,7,2017,ESP,1443070953.0,47778340,1328053696748.224
706,Ashler Et Manson,France,Fintech Financial Services & Insurance,231.6,49.1,6510477.0,1963511.0,90,30,2011,FRA,3336947062.0,67971311,2603175697935.03
707,Zafferano,Italy,Furniture & Interiors,231.3,49.1,37017649.0,11171855.0,45,22,1999,ITA,6072359015.0,58940425,1919988802837.6548
